file,folder,activity,subject,walking_nonwalking,normal_abnormal,n_samples,source,session_id
NEVO_WalkingNormal_Preprocessed_73.csv,Normal,walking_normal,subj01,0,0,3009,새로운데이터셋/csv:20260807_001230_subj01_walking_normal.csv,20260807_001230_subj01_walking_normal.csv
NEVO_WalkingNormal_Preprocessed_74.csv,Normal,walking_normal,subj01,0,0,1505,새로운데이터셋/csv:20260807_001347_subj01_walking_normal.csv,20260807_001347_subj01_walking_normal.csv
NEVO_WalkingNormal_Preprocessed_75.csv,Normal,walking_normal,subj01,0,0,1505,새로운데이터셋/csv:20260807_001518_subj01_walking_normal.csv,20260807_001518_subj01_walking_normal.csv
NEVO_WalkingNormal_Preprocessed_76.csv,Normal,walking_normal,subj01,0,0,1505,새로운데이터셋/csv:20260807_001744_subj01_walking_normal.csv,20260807_001744_subj01_walking_normal.csv
NEVO_WalkingNormal_Preprocessed_77.csv,Normal,walking_normal,subj01,0,0,1505,새로운데이터셋/csv:20260807_001923_subj01_walking_normal.csv,20260807_001923_subj01_walking_normal.csv
NEVO_WalkingNormal_Preprocessed_78.csv,Normal,walking_normal,subj01,0,0,1504,새로운데이터셋/csv:20260807_002056_subj01_walking_normal.csv,20260807_002056_subj01_walking_normal.csv
NEVO_WalkingNormal_Preprocessed_79.csv,Normal,walking_normal,unknown,0,0,1504,existing_repo:NEVO_Walk_Preprocessed_1.csv,NEVO_Walk_Preprocessed_1.csv
NEVO_WalkingNormal_Preprocessed_80.csv,Normal,walking_normal,unknown,0,0,1499,existing_repo:NEVO_Walk_Preprocessed_10.csv,NEVO_Walk_Preprocessed_10.csv
NEVO_WalkingNormal_Preprocessed_81.csv,Normal,walking_normal,unknown,0,0,1500,existing_repo:NEVO_Walk_Preprocessed_11.csv,NEVO_Walk_Preprocessed_11.csv
NEVO_WalkingNormal_Preprocessed_82.csv,Normal,walking_normal,unknown,0,0,1495,existing_repo:NEVO_Walk_Preprocessed_12.csv,NEVO_Walk_Preprocessed_12.csv
NEVO_WalkingNormal_Preprocessed_83.csv,Normal,walking_normal,unknown,0,0,1496,existing_repo:NEVO_Walk_Preprocessed_13.csv,NEVO_Walk_Preprocessed_13.csv
NEVO_WalkingNormal_Preprocessed_84.csv,Normal,walking_normal,unknown,0,0,1495,existing_repo:NEVO_Walk_Preprocessed_14.csv,NEVO_Walk_Preprocessed_14.csv
NEVO_WalkingNormal_Preprocessed_85.csv,Normal,walking_normal,unknown,0,0,1495,existing_repo:NEVO_Walk_Preprocessed_15.csv,NEVO_Walk_Preprocessed_15.csv
NEVO_WalkingNormal_Preprocessed_86.csv,Normal,walking_normal,unknown,0,0,1495,existing_repo:NEVO_Walk_Preprocessed_16.csv,NEVO_Walk_Preprocessed_16.csv
NEVO_WalkingNormal_Preprocessed_87.csv,Normal,walking_normal,unknown,0,0,1495,existing_repo:NEVO_Walk_Preprocessed_17.csv,NEVO_Walk_Preprocessed_17.csv
NEVO_WalkingNormal_Preprocessed_88.csv,Normal,walking_normal,unknown,0,0,1495,existing_repo:NEVO_Walk_Preprocessed_18.csv,NEVO_Walk_Preprocessed_18.csv
NEVO_WalkingNormal_Preprocessed_89.csv,Normal,walking_normal,unknown,0,0,1495,existing_repo:NEVO_Walk_Preprocessed_19.csv,NEVO_Walk_Preprocessed_19.csv
NEVO_WalkingNormal_Preprocessed_90.csv,Normal,walking_normal,unknown,0,0,1504,existing_repo:NEVO_Walk_Preprocessed_2.csv,NEVO_Walk_Preprocessed_2.csv
NEVO_WalkingNormal_Preprocessed_91.csv,Normal,walking_normal,unknown,0,0,1495,existing_repo:NEVO_Walk_Preprocessed_20.csv,NEVO_Walk_Preprocessed_20.csv
NEVO_WalkingNormal_Preprocessed_92.csv,Normal,walking_normal,unknown,0,0,1496,existing_repo:NEVO_Walk_Preprocessed_21.csv,NEVO_Walk_Preprocessed_21.csv
NEVO_WalkingNormal_Preprocessed_93.csv,Normal,walking_normal,unknown,0,0,1488,existing_repo:NEVO_Walk_Preprocessed_22.csv,NEVO_Walk_Preprocessed_22.csv
NEVO_WalkingNormal_Preprocessed_94.csv,Normal,walking_normal,unknown,0,0,1493,existing_repo:NEVO_Walk_Preprocessed_23.csv,NEVO_Walk_Preprocessed_23.csv
NEVO_WalkingNormal_Preprocessed_95.csv,Normal,walking_normal,unknown,0,0,1494,existing_repo:NEVO_Walk_Preprocessed_24.csv,NEVO_Walk_Preprocessed_24.csv
NEVO_WalkingNormal_Preprocessed_96.csv,Normal,walking_normal,unknown,0,0,1495,existing_repo:NEVO_Walk_Preprocessed_25.csv,NEVO_Walk_Preprocessed_25.csv
NEVO_WalkingNormal_Preprocessed_97.csv,Normal,walking_normal,unknown,0,0,1495,existing_repo:NEVO_Walk_Preprocessed_26.csv,NEVO_Walk_Preprocessed_26.csv
NEVO_WalkingNormal_Preprocessed_98.csv,Normal,walking_normal,unknown,0,0,1491,existing_repo:NEVO_Walk_Preprocessed_27.csv,NEVO_Walk_Preprocessed_27.csv
NEVO_WalkingNormal_Preprocessed_99.csv,Normal,walking_normal,unknown,0,0,1492,existing_repo:NEVO_Walk_Preprocessed_28.csv,NEVO_Walk_Preprocessed_28.csv
NEVO_WalkingNormal_Preprocessed_100.csv,Normal,walking_normal,unknown,0,0,1504,existing_repo:NEVO_Walk_Preprocessed_3.csv,NEVO_Walk_Preprocessed_3.csv
NEVO_WalkingNormal_Preprocessed_101.csv,Normal,walking_normal,unknown,0,0,1505,existing_repo:NEVO_Walk_Preprocessed_4.csv,NEVO_Walk_Preprocessed_4.csv
NEVO_WalkingNormal_Preprocessed_102.csv,Normal,walking_normal,unknown,0,0,3009,existing_repo:NEVO_Walk_Preprocessed_5.csv,NEVO_Walk_Preprocessed_5.csv
NEVO_WalkingNormal_Preprocessed_103.csv,Normal,walking_normal,unknown,0,0,1500,existing_repo:NEVO_Walk_Preprocessed_6.csv,NEVO_Walk_Preprocessed_6.csv
NEVO_WalkingNormal_Preprocessed_104.csv,Normal,walking_normal,unknown,0,0,1500,existing_repo:NEVO_Walk_Preprocessed_7.csv,NEVO_Walk_Preprocessed_7.csv
NEVO_WalkingNormal_Preprocessed_105.csv,Normal,walking_normal,unknown,0,0,2998,existing_repo:NEVO_Walk_Preprocessed_8.csv,NEVO_Walk_Preprocessed_8.csv
NEVO_WalkingNormal_Preprocessed_106.csv,Normal,walking_normal,unknown,0,0,2998,existing_repo:NEVO_Walk_Preprocessed_9.csv,NEVO_Walk_Preprocessed_9.csv
